time, m1, m2
2227, 0.130, 0.850
2228, 0.130, 0.850
2229, 0.130, 0.850
2230, 0.130, 0.850
2231, 0.130, 0.850
2232, 0.130, 0.850
2233, 0.130, 0.850
2234, 0.130, 0.850
2235, 0.130, 0.850
2236, 0.130, 0.850
2237, 0.130, 0.850
2238, 0.130, 0.850
2239, 0.130, 0.850
2240, 0.130, 0.850
2241, 0.130, 0.850
2242, 0.130, 0.850
2243, 0.130, 0.850
2244, 0.130, 0.850
2245, 0.130, 0.850
2246, 0.130, 0.850
2247, 0.130, 0.850
2248, 0.130, 0.850
2249, 0.130, 0.850
2250, 0.130, 0.850
2251, 0.130, 0.850
2252, 0.130, 0.850
2253, 0.130, 0.850
2254, 0.130, 0.850
2255, 0.130, 0.850
2256, 0.130, 0.850
2257, 0.130, 0.850
2258, 0.130, 0.850
2259, 0.130, 0.850
2260, 0.130, 0.850
2261, 0.130, 0.850
2262, 0.130, 0.850
2263, 0.130, 0.850
2264, 0.130, 0.850
2265, 0.130, 0.850
2266, 0.130, 0.850
2267, 0.130, 0.850
2268, 0.130, 0.850
2269, 0.130, 0.850
2270, 0.130, 0.850
2271, 0.130, 0.850
2272, 0.130, 0.850
2273, 0.130, 0.850
2274, 0.130, 0.850
2275, 0.130, 0.850
2276, 0.130, 0.850
2277, 0.130, 0.850
2278, 0.130, 0.850
2279, 0.130, 0.850
2280, 0.130, 0.850
2281, 0.130, 0.850
2282, 0.130, 0.850
2283, 0.130, 0.850
2284, 0.130, 0.850
2285, 0.130, 0.850
2286, 0.130, 0.850
2287, 0.130, 0.850
2288, 0.130, 0.850
2289, 0.130, 0.850
2290, 0.130, 0.850
2291, 0.130, 0.850
2292, 0.130, 0.850
2293, 0.130, 0.850
2294, 0.130, 0.850
2295, 0.130, 0.850
2296, 0.130, 0.850
2297, 0.130, 0.850
2298, 0.130, 0.850
2299, 0.130, 0.850
2300, 0.130, 0.850
2301, 0.130, 0.850
2302, 0.130, 0.850
2303, 0.130, 0.850
2304, 0.130, 0.850
2305, 0.130, 0.850
2306, 0.130, 0.850
2307, 0.130, 0.850
2308, 0.130, 0.850
2309, 0.130, 0.850
2310, 0.130, 0.850
2311, 0.130, 0.850
2312, 0.130, 0.850
2313, 0.130, 0.850
2314, 0.130, 0.850
2315, 0.130, 0.850
2316, 0.130, 0.850
2317, 0.130, 0.850
2318, 0.130, 0.850
2319, 0.130, 0.850
2320, 0.130, 0.850
2321, 0.130, 0.850
2322, 0.130, 0.850
2323, 0.130, 0.850
2324, 0.130, 0.850
2325, 0.130, 0.850
2326, 0.130, 0.850
2327, 0.130, 0.850
2328, 0.130, 0.850
2329, 0.130, 0.850
2330, 0.130, 0.850
2331, 0.130, 0.850
2332, 0.130, 0.850
2333, 0.130, 0.850
2334, 0.130, 0.850
2335, 0.130, 0.850
2336, 0.130, 0.850
2337, 0.130, 0.850
2338, 0.130, 0.850
2339, 0.130, 0.850
2340, 0.130, 0.850
2341, 0.130, 0.850
2342, 0.130, 0.850
2343, 0.130, 0.850
2344, 0.130, 0.850
2345, 0.130, 0.850
2346, 0.130, 0.850
2347, 0.130, 0.850
2348, 0.130, 0.850
2349, 0.130, 0.850
2350, 0.130, 0.850
2351, 0.130, 0.850
2352, 0.130, 0.850
2353, 0.130, 0.850
2354, 0.130, 0.850
2355, 0.130, 0.850
2356, 0.130, 0.850
2357, 0.130, 0.850
2358, 0.130, 0.850
2359, 0.130, 0.850
2360, 0.130, 0.850
2361, 0.130, 0.850
2362, 0.130, 0.850
2363, 0.130, 0.850
2364, 0.130, 0.850
2365, 0.130, 0.850
2366, 0.130, 0.850
2367, 0.130, 0.850
2368, 0.130, 0.850
2369, 0.130, 0.850
2370, 0.130, 0.850
2371, 0.130, 0.850
2372, 0.130, 0.850
2373, 0.130, 0.850
2374, 0.130, 0.850
2375, 0.130, 0.850
2376, 0.130, 0.850
2377, 0.130, 0.850
2378, 0.130, 0.850
2379, 0.130, 0.850
2380, 0.130, 0.850
2381, 0.130, 0.850
2382, 0.130, 0.850
2383, 0.130, 0.850
2384, 0.130, 0.850
2385, 0.130, 0.850
2386, 0.130, 0.850
2387, 0.130, 0.850
2388, 0.130, 0.850
2389, 0.130, 0.850
2390, 0.130, 0.850
2391, 0.130, 0.850
2392, 0.130, 0.850
2393, 0.130, 0.850
2394, 0.130, 0.850
2395, 0.130, 0.850
2396, 0.130, 0.850
2397, 0.130, 0.850
2398, 0.130, 0.850
2399, 0.130, 0.850
2400, 0.130, 0.850
2401, 0.130, 0.850
2402, 0.130, 0.850
2403, 0.130, 0.850
2404, 0.130, 0.850
2405, 0.130, 0.850
2406, 0.130, 0.850
2407, 0.130, 0.850
2408, 0.130, 0.850
2409, 0.130, 0.850
2410, 0.130, 0.850
2411, 0.130, 0.850
2412, 0.130, 0.850
2413, 0.130, 0.850
2414, 0.130, 0.850
2415, 0.130, 0.850
2416, 0.130, 0.850
2417, 0.130, 0.850
2418, 0.130, 0.850
2419, 0.130, 0.850
2420, 0.130, 0.850
2421, 0.130, 0.850
2422, 0.130, 0.850
2423, 0.130, 0.850
2424, 0.130, 0.850
2425, 0.130, 0.850
2426, 0.130, 0.850
2427, 0.130, 0.850
2428, 0.130, 0.850
2429, 0.130, 0.850
2430, 0.130, 0.850
2431, 0.130, 0.850
2432, 0.130, 0.850
2433, 0.130, 0.850
2434, 0.130, 0.850
2435, 0.130, 0.850
2436, 0.130, 0.850
2437, 0.130, 0.850
2438, 0.130, 0.850
2439, 0.130, 0.850
2440, 0.130, 0.850
2441, 0.130, 0.850
2442, 0.130, 0.850
2443, 0.130, 0.850
2444, 0.130, 0.850
2445, 0.130, 0.850
2446, 0.130, 0.850
2447, 0.130, 0.850
2448, 0.130, 0.850
2449, 0.130, 0.850
2450, 0.130, 0.850
2451, 0.130, 0.850
2452, 0.130, 0.850
2453, 0.130, 0.850
2454, 0.130, 0.850
2455, 0.130, 0.850
2456, 0.130, 0.850
2457, 0.130, 0.850
2458, 0.130, 0.850
2459, 0.130, 0.850
2460, 0.130, 0.850
2461, 0.130, 0.850
2462, 0.130, 0.850
2463, 0.130, 0.850
2464, 0.130, 0.850
2465, 0.130, 0.850
2466, 0.130, 0.850
2467, 0.130, 0.850
2468, 0.130, 0.850
2469, 0.130, 0.850
2470, 0.130, 0.850
2471, 0.130, 0.850
2472, 0.130, 0.850
2473, 0.130, 0.850
2474, 0.130, 0.850
2475, 0.130, 0.850
2476, 0.130, 0.850
2477, 0.130, 0.850
2478, 0.130, 0.850
2479, 0.130, 0.850
2480, 0.130, 0.850
2481, 0.130, 0.850
2482, 0.130, 0.850
2483, 0.130, 0.850
2484, 0.130, 0.850
2485, 0.130, 0.850
2486, 0.130, 0.850
2487, 0.130, 0.850
2488, 0.130, 0.850
2489, 0.130, 0.850
2490, 0.130, 0.850
2491, 0.130, 0.850
2492, 0.130, 0.850
2493, 0.130, 0.850
2494, 0.130, 0.850
2495, 0.130, 0.850
2496, 0.130, 0.850
2497, 0.130, 0.850
2498, 0.130, 0.850
2499, 0.130, 0.850
2500, 0.130, 0.850
infinity, 0.130, 0.850
